Unnamed: 0,Buyer,Country,Email,Phone,Website,Address,Status,GTIP,Description,Invoices,USD
7744.0,MONOPOL 08 LTD,BULGARİSTAN,"[""monopol_08@abv.bg""]","[""+359879399333""]",,"[""Halilovo locality, Live Animals Market, 6300 Haskovo, Bulgaria""]",,Profiller,ALÜMİNYUM }PROFİL,1,"$11,770"
7745.0,ALUTRADING LTD,BULGARİSTAN,"[""alutrading@abv.bg""]","[""+359876141232"",""0876141232"",""0877 229 449""]","[""https://www.business.bg/en/f-165025/alutrejding-eood.html"",""https://18853-bg.all.biz/contacts""]","[""ул. Индустриална 1 (в двора на ЕАЗ Пловдив), Пловдив, 4000, Bulgaria"",""7 Madara str./blvd. Tsentralen Distr., Plovdiv, 4000, Bulgaria""]",,İçi boş profiller,ALÜMİNYUM PROFİLLER-,1,"$11,763"
7746.0,TANMİA ALAGADİ BAY LTD.,KUZEY KIBRIS TÜRK CUMHURİYETİ,,,,,,Profiller,9642 PRES ALUMİNYUM -PROFİL,1,"$11,762"
7747.0,"HD RUS LLC RUSSIA,",RUSYA FEDERASYONU,,,,,,Çubuklar,,13,"$11,762"
7748.0,BAIZID GLASS SECURIT,CEZAYİR,,,,,,Çubuklar,ALÜMİNYUM }ÇITA,1,"$11,760"
7749.0,"LLC ""TAMINOTI ASR"" TURSUNZODA /HTM HISOR MINI CITY",TACİKİSTAN,,,,,,Profiller,XPRF.EXXX002*ALÜMİNYUM PROFİL ELOKSALLI,3,"$11,760"
7750.0,SPA FADERCO,CEZAYİR,,,,,,Profiller,5019 TIRNAKLI SÜS ÇI-TASI 8 MM.,3,"$11,759"
7751.0,HOLY TREE MANUFACTURING CURTAINS CO.LLC,ÜRDÜN,,962795626888,,Industrial Area- Wadi AL Sir- Amman 11814 Amman Jordan,,Profiller,25MM PROF }TK.3000 MM,6,"$11,758"
7752.0,SARL BLT CORPORATION,FRANSA,,,,,,Profiller,"GENE2IS EL4BITE CAM21 ALTIAYDI8ANLATMA PROF2 ILI (USBLI) (5000 MM + 5000 MM)GRI (CKD),GENIS ELITE CAM ALTIAYDI+NLATMA PROFILI (USBLI) (5000 MM + 5000 MM)SIYAH (CKD)",1,"$11,758"
7753.0,ATECO INTERNATIONAL PROJECTS MENA DWC-LLC,SIERRA LEONE,sales@atecoindustries.com,+902165142126,,"[""Dubai South Business Park Building A5 Floor: 2 Office:216 - Dubai - United Arab Emirates""]",✅ Found,Profiller | İçi boş profiller,ALÜMİNYUM PROFİL | ALÜMİNYUM }PROFİL | ALÜMİNYUM }PROFİL.,1,"$11,752"
7754.0,SAYFASUN ENERGY SYSTEMS LIMITED,KUZEY KIBRIS TÜRK CUMHURİYETİ,,,,,,İçi boş profiller,ALM. PROFİ}L | ALÜMİNYUM PROFİL | ALÜMİNYUM }PROFİL,5,"$11,750"
7755.0,ZENITH SARL,MALİ,,,,,,Profiller,"KASA PROFİLİ TAHTALIK ALÜMİNYUM 3,17 MT*/7020029",1,"$11,744"
7756.0,WOELM GMBH,ALMANYA,,,,,,Profiller,ALÜMİNYUM PROFİL (AD-ET) | ALÜMİNYUM PROFİL (KG) | ALÜMİNYUM PROFİL (KG-) | ALÜMİNYUM PROFİL (M)- | ALÜMİNYUM PROFİL (M2-),2,"$11,738"
7757.0,SC LIA PRET SRL,ROMANYA,,"[""+023002819135""]",,"[""Bdul. I. C. Bratianu 154, Et. 1, Constanta, Romania"",""STR. BUJORULUI, Nr. 15, Ap. 1, Agigea, Jud. CONSTANTA, Romania""]",,Profiller,ALÜMİNYUM PROFİL PRE-S,1,"$11,735"
7758.0,INVERSIONES RETOTAL CEP 1821 CA.,VENEZUELLA,,,,,,,,1,"$11,728"
7759.0,SONS VAIOS KOSTARELLIS O.E.,YUNANİSTAN,,,,,,Profiller | İçi boş profiller,,5,"$11,724"
7760.0,PIL ELEVAGE,FRANSA,,,,,,İçi boş profiller,,1,"$11,712"
7761.0,ELMAN MANSUROĞLU SUMGAYIT AZERBAYCAN,AZERBEYCAN-NAHÇIVAN,,,,,,Profiller,"ABG  ALM.B.ISICAM ÇITALARI( MUHTELİF ÖLÇ/ÜLERDE 09,12,14,16,18 MM )*TÜRKİYE | ABG ALM.B.ISICAM ÇIT-ALAR 20MM*TÜRKİYE | ALUMINYUM PROFIL | ALUMINYUM PROFIL (BO-YALI, İZOLASYONSUZ) | ALUMINYUM PROFIL (BOYASIZ, İZOLASYONSUZ)/ | ALUMINYUM }PROFIL | ALUMİNYUM PANJUR KUTULARI (300 LÜK ÖN/AR/KA MUHTELİF RENKLERDE)*TÜRKİYE | ALUMİNYUM PANJUR KUTULARI (350 LÜK ÖN/AR/KA MUHTELİF RENKLERDE)*TÜRKİYE | ALUMİNYUM PANJUR LAMELLERİ -77 DELİKSİZ (MUHTELİF RENKLERDE)*TÜRKİYE | ALUMİNYUM PANJUR LAMELLERİ -77 DELİKSİZ /(MUHTELİF RENKLERDE)*TÜRKİYE | ALUMİNYUM PROFİLLER*-TÜRKİYE | ALUMİNYUM PROFİLLER*TÜRKİYE | ALUMİNYUM }PROFİL | ALÜMİNYUM }PROFİL",4,"$11,704"
7762.0,GRADİZ DOO,BOSNA-HERSEK,"[""info@gradiz.ba"",""administracija@gradiz.ba""]","[""033/206-594"",""033/215-569""]","[""http://www.gradiz.ba/""]","[""Halida Kajtaza br.1, 71000 Sarajevo""]",,Profiller,10 MM ALÜM. FAY. BİTİM PROFİLİ-PARLAK/ | 10 MM ALÜMİNYUM BİTİM DAMLALIK PROF. 270/ CM | 10 MM ALÜMİNYUM FAYANS BİTİM PROF. 270 C/M | 10 MM ALÜMİNYUM FAYANS BİTİM PROF. BOYAL/I 270CM | 12 MM ALÜM. FAYANS B-İTİM ÇITASI | 12 MM ALÜM. MERDİVEN- BASAMAK PROFİL | 15*15 MM ALÜM. L PRO-FİL 270 CM | 20*20  MM ALÜM. L PR-OFİL 270 CM,13,"$11,703"
7763.0,ABR AL ALAMIEH OIL SERVIES COMPANY,IRAK,info@ebralsharq.org,9647808318888; 9647819946663; 9647864778412,https://www.abralsharq.com,"Al-Abasiya, Said Hammed Street, Abr Al-Sharq Building, 4th floor, Basra, Iraq",,Profiller | Çubuklar,90 E2WATT 4B6 METRE21 UZUNLUĞ8AUNDA 150X802  EBATINDA 3MM KALINLIĞINDA ALUMİNYUM PROFİL SOLAR AYDINLATMA DİREĞ+İ,1,"$11,698"
7764.0,KONSTRUSOL GMBH,ALMANYA,,,,,,Profiller,ALÜMİNYUM PROFİL PRES,5,"$11,690"
7765.0,AMMAR ISMEIL HAMAD NASHATA,İSRAİL,,,,,,İçi boş profiller,,1,"$11,669"
7766.0,START 4Q GROUP SH.P.K,KOSOVA,,"[""+38349110999"",""38349110999"",""4228860869""]","[""https://kerko.com/biz/start-4q-group""]","[""Graçanicë, Kosovo""]",,Profiller,ALM ÇITA | ALUMİN KOR}NİŞ | ALUMİN PROFİL | ALUMİN PRO}FİL | BOYALI ALM} PROFİL | BOYALI ALUMİN PROFİL | BOYALI ALUMİNYUM PRO-FİL | KORKULUK AKSESUARI | KORKULUK A}KSESUARI,3,"$11,667"
7767.0,LABEL VIE S.A,FAS,,,,,,Profiller,,1,"$11,665"
7768.0,KOTI KOBRA GMBH,AVUSTURYA,,,,,,Profiller | İçi boş profiller,ALÜMİNYUM PROFİL İÇİ BOŞ (BOYASIZ-KAPLAM/ASIZ)*501,19,"$11,665"
7769.0,SC DOMINO DECOR SRL,ROMANYA,"[""office@dominogalerii.ro"",""domino_construct@yahoo.com""]","[""+40740886175"",""+400267310149"",""0740886175""]","[""https://www.dominogalerii.ro"",""https://termene.ro/firma/20250931-DOMINO-DECOR-SRL""]","[""Str. Jokai Mor Nr. 21/C, Sf. Gheorghe 520046, Jud. Covasna, Romania""]",,İçi boş profiller,AG BALKON CAMLAMA PROFİL VE AKSESIARLARI/ ( ALIMINYUM PROFİL),2,"$11,661"
7770.0,RUTO GRUPA D.O.O.,BOSNA-HERSEK,,"[""4753634800"",""5695690507"",""4272489260"",""4558374279"",""3677053898""]","[""https://www.akta.ba/registar/449896/ruto-grupa-doo""]","[""Put za Grude b.b., Posusje""]",,Profiller,"SİGMA PROFİL LIGHT 40*40 K10 L5985*6,94,SİGMA PROFİL LIGHT 40*80 K10 L5985*11,54,YAN BARİYER PROFİLİ+ 3*17*40 L: 6010 MM*2,53",1,"$11,660"
7771.0,ÇEPER GURLUŞY HK.,TÜRKMENİSTAN,,,,,,Profiller,ALÜMİNYUM PROFİL PRE-S,3,"$11,654"
7772.0,ARVIN RAH ABRISEM,İRAN (İSLAM CUMHURIYETI),,,,,,,,1,"$11,648"
7773.0,COCO HOME,FRANSA,,,,,,Profiller,ALÜMİNYUM }DOĞRAMA | ALÜMİNYUM }PROFİL | LED PROFİL} | PROFİ_L,12,"$11,644"
7774.0,EUROSCREEN SRL,İTALYA,,,,,,Profiller,ALUMINYUM }PROFIL,38,"$11,637"
7775.0,EURL B.T.P FARISSIA,CEZAYİR,,,,,,Çubuklar | İçi boş profiller,3041 BOY KULP TIRNAK-SIZ PVC KAPLI | 9054 EKO ÇİZGİLİ ASK-I BORUSU PRES | ALÜMİNYUM ÇERÇEVE-,24,"$11,627"
7776.0,VÜSAL ABDURAHMANOV,AZERBEYCAN-NAHÇIVAN,,,,,,Çubuklar,"150E204-LA4BMEL Ç�21�FT D.-BE8AYAZ(W16)-7,2 5 M,15004-LAMEL ÇİFT D.-ANT.GRİ(V16)-7,5 M,15004-LAMEL ÇİFT D.-KAHV+E(M14)-7,5 M | 350E2 ÖN/4BST.BKM/21KAHVE/ASA8AS/4,5 M,3502  ÜST/ST.BKM/KAHVE/ASAS/4,5 M,350 ÖN/ST.BKM/ANT.GRİ/ASAS/3,5 M,350 ÜST/ST.BKM/ANT.GRİ/ASAS/3,5 M,350 ÖN/ST.BKM/ANT.GRİ/ASAS/4 M,350 ÜST/ST.BKM/ANT.GRİ/ASAS/4 M,350 ÖN/ST.BKM/BEYAZ/ASAS/3,5 M,350 ÜST/ST.BKM/BEYAZ/ASAS/3,5 M,350 ÖN/ST.BKM/BEYAZ/ASAS/6 M,350 ÜST/ST.BKM/BEYAZ/ASAS/6 M,77 LAMEL/BEYAZ/DELİKSİZ/6/H.P,77 LA | 717E25-20M4BM PENC.21-BEYAZ(W18A6)-4,5 M,712 75-20MM PENC.-SİYAH(D22)-4,5 M,7175-20MM PENC.-SİYAH(D22)-6 M,7175-20MM PENC.-SİYAH(D22)-6,5 M,7175-20MM PENC.-SİYAH(D22)-7,5 M,15004-LAMEL ÇİFT D.-BEYAZ(W16)-4 M,15004-LAMEL ÇİFT D.-BEYAZ(W16)-4,5 M,15004-LAMEL ÇİFT D.-ANT.GRİ(V16)-4,0 M,15004-LAMEL ÇİFT D.-ANT.GRİ(V16)-4,5 M,15004-LAMEL ÇİFT D.-ANT.GRİ(V16)-6,0 | 77 E2LAMEL4B/BEYAZ/21DELİKSİ8AZ/7,5/H.P,72 7 LAMEL/TEXT.ANT.GRİ/DELİKSİZ/7,5/H.P,77 LAMEL/BEYAZ/DELİKSİZ/6/H.P,77 LAMEL/TEXT.ANT.GRİ/DELİKSİZ/7/H.P,77 LAMEL/TEXT.ANT.GRİ/DELİKSİZ/6,5/H.P,77 LAMEL/TEXT.ANT.GRİ/DELİKSİZ/6/H.P,77 LAMEL/KAHVE/DELİKSİZ/7/H.P,77 LAMEL/BEYAZ/DELİKSİZ/6,5/H.P,77 LAMEL/KAHVE/DELİKSİZ/6/H.P,77 LAMEL/KAHVE/DELİKSİZ/7,5/H.P",5,"$11,626"
7777.0,STRUCTIFORM LLC,GÜRCİSTAN,,,,,,Profiller,"""H8884 140+20 MM L PROFİL 1,936 KG/MT AL/ÜMİNYUM RAL 9005 BOYALI TV RAFI L:1400MM"" | ""H8E2883 /4B 50X34X2150 MM U P8AROFİL 3 MM2  ALÜMİNYUM PROFİL L:30 MM (24 BOY 6000 MM X 186 ADET : 4464 ADET )+"" | 20MM FLANŞ PROFİLİ -- MACUNLU(0,60) | 20X20X1.5 MM ANTİPASLI KUTU PROFİL L:60/00 MM 225 BOY | 20X20X2 MM ALÜMİNYUM KÖŞEBENT L:6000 MM /( 130 BOY X 6MT :780 MT ) | 30MM FLANŞ PROFİLİ -- MACUNLU(0,70) | 80E2X40 M4BM, DEKO21RATIF BAL8AKON PASLANM2 AZ ÇELIK BOYALI, DELIKLI YATAY PROFILLERI VE BAĞLANTI ELEMANLARI +ILE BIRLIKTE - L1-6 | ALÇI KÖŞE PROFİLİ DE-LİKLİ | ALÜMİNYUM 30X10X2 MM KUTU PROFİL PRES L/.6000 MM BOY | ALÜMİNYUM 30X30X2 MM KUTU PROFİL BANYO /ANKRAJ PARÇALARI FARKLI EBATLARDA | ALÜMİNYUM PROFİL	- | DETAY U P}ROFİL | H8743 TEK KANALLI BOYALI SİGMA PROFİL L/ :2395 MM (25 ADET ) 20X20X2 MM MALAFA PROFİLLİ | H8743 TEK KANALLI BOYALI SİGMA PROFİL L/ :2395 MM (ADET ) | H8744 ALÜMİNYUM PROFİL MAT SİYAH 9055 B/OYALI L:600MM 104 ADET | H8744 ALÜMİNYUM PROFİL MAT SİYAH 9055 B/OYALI L:600MM 68 ADET | H8760 ALÜMİNYUM PROFİL MAT SİYAH 9055 B/OYALI L:600MM 168 ADET | H8760 ALÜMİNYUM PROFİL MAT SİYAH 9055 B/OYALI L:600MM 199 ADET | H8800 ALÜMİNYUM PROFİL MAT SİYAH 9055 B/OYALI L:600MM 272 ADET | H8858 RAL 9005 BOYALI (3 KANALLI ) ALÜM/İNYUM SİGMA L:6650 MM X 40 ADET : 133 MT ) | H8858 RAL 9005 BOYALI (3 KANALLI ) ALÜMİ/NYUM SİGMA L:6650 MM X 20 ADET : 133 MT ) | H8858 RAL 9005 BOYALI (4 KANALLI ) ALÜM/İNYUM SİGMA L:6650 MM X 20 ADET : 133 MT ) | H8858 RAL 9005 BOYALI (4 KANALLI ) ALÜMİ/NYUM SİGMA L:6650 MM X 20 ADET : 133 MT ) | H8883 / 50X34X50 MM U PROFİL 3 MM ALÜMİ/NYUM PROFİL L:30 MM 2840 ADET ) | H88E283 / 4B50X34X5210 MM U PR8AOFİL 3 MM 2 ALÜMİNYUM PROFİL L:30 MM ( 53 BOY 6000 MM X 186 ADET : 9858 ADET )+ | H8E2883 /4B 50X34X2150 MM U P8AROFİL 3 MM2  ALÜMİNYUM PROFİL L:30 MM (24 BOY 6000 MM X 186 ADET : 4464 ADET )+ | H8E2883 /4B 50X34X2150 MM U P8AROFİL 3 MM2  ALÜMİNYUM PROFİL L:30 MM (38 BOY 6000 MM X 186 ADET :7064 ADET / +8 ÇUVAL ) | L0E2 ATRI4BUM-1 CA21M CEPHE S8AISTEMI. TER2 MAL İZOLASYONLU REYNAERS CW50 YATAY VE DÜŞEY PROFILLER (ÇELİK GÜÇ+LENDİRME PROFİLLERİ | L3E2 ATRI4BUM-2 CA21M CEPHE S8AISTEMI. TER2 MAL İZOLASYONLU REYNAERS CW50 YATAY VE DÜŞEY PROFILLER (CAMLAR, K+APILAR, KAPI YANI SA | L:E21320 4BMM, KAP21LAMA ASKI8A PROFILLERI2  (BOYALI PASLANMAZ ÇELIK-DELIKLI VE PASLANMAZ PIM KAYNATILMIŞ OLA+RAK, ANKRAJ PLAKALAR | MERDİVEN BRUN PROFİL-İ MAT ELOKSALLİ | OMEGA 3000} MM | RAE2L90054B ELEKTR21O STATİK8A TOZ BOYALI2  140X20 MM KÖŞEBENT PROFİLDEN MASA ÜSTÜ RAFI L:500 MM TİP-AC-08	+ | RAE2L90054B ELEKTR21O STATİK8A TOZ BOYALI2  20X20X2 MM KUTU PROFİL ÜZERİ 1.2 MM DKP SAC KAPLAMA STA MASA KONS+TRÜKSİYONLARI TİP-M. | RAE2L90054B ELEKTR21O STATİK8A TOZ BOYALI2  30X30X2 MM KUTU PROFİL ÜZERİ 1.2 MM DKP SAC KAPLAMA STA MASA KONS+TRÜKSİYONLARI TİP-M. | RAE2L90054B ELEKTR21O STATİK8A TOZBOYALI 2 30X30X2 MM KUTU PROFİL ÜZERİ 1.2 MM DKP SAC KAPLAMA STA MASA KONST+RÜKSİYONLARI TİP-M.G | RAL9005 ELEKTRO STATİK TOZ BOYALI 140X2/0 MM KÖŞEBENT PROFİLDEN DUŞ RAFI L:300 MM TİP-AC-04 | RAL9005 ELEKTRO STATİK TOZ BOYALI 140X2/0 MM KÖŞEBENT PROFİLDEN TV RAFI L:1400MM TİP-AC-10 | RAL9005 ELEKTRO STATİK TOZ BOYALI 30X10/X1.5 MM SİYAH KUTU PROFİL L:6000 MM BOY | RALE29005 4BELEKTRO21 STATİK 8ATOZ BOYALI 2 30X10X1.5 MM VE 20X10X1.5 MM PROFİLDEN ÜRETİLME AYNA ÇERÇEVESİ+ | RALE29005 4BELEKTRO21 STATİK 8ATOZBOYALI 32 0X30X2 MM KUTU PROFİL ÜZERİ 1.2 MM DKP SAC KAPLAMA STA MASA KONSTR+ÜKSİYONLARI TİP-M.GR | SİGMA ALÜMİNYUM PROFİL H8743 PROFİLİ L:/3300 MM (1066 ADET ) | SİGMA ALÜMİNYUM PROFİL H8746 SERİ SIKIŞ/TIRMA ÇITASI L:6000 MM (271BOY ) | YATE2AK BA4BŞI YAN21LARI DUVA8AR KONSTRÜK2 SİYON (535MMX3295 MM ÇERÇEVE -595+3295+455 :4345 MT ÇİFT KANALLI Sİ+GMA / (455X3)+2700 :",1,"$11,625"
7778.0,AL MEDINAH HERITAGE COMPANY,SUUDİ ARABİSTAN,,,,,,İçi boş profiller,"ALUMİNYUM PARKE HALI BİTİM PROFİLİ 2511 /- 2,70",1,"$11,625"
7779.0,HAFELE KOREA INC.,GÜNEY KORE CUMHURİYETİ,,,,,,Profiller,ALÜMİNYUM PROFİL E6-EV1 BEYAZ ELOKSALLI | ALÜMİNYUM PROFİL E6-EV1 BEYAZ ELOKSALLI/,2,"$11,624"
7780.0,ENERGIES ECONIMIES SYSTEMES,FRANSA,,,,,,Profiller,ALÜMİNYUM }PROFİL,1,"$11,624"
7781.0,DAVINCI WINDOW/KOSTYA POLYANSKY,BIRLEŞIK DEVLETLER,,,,,,,"POSE2E-SE34B3 JOINE21RY(180,3X8A220,3CM)-PO2 SE-SE34 JOINERY (139,7X241,9CM)-POSE-SE35 JOINERY (271,8X220,3CM)+-POSE-SE36 AND SE36.1 JOINERY (170,2X241,9CM)-POSE-SE37 JOINERY(139,7X241,9CM)",1,"$11,614"
7782.0,ENERSTAR WINDOWS LTD,KANADA,,,,,,Profiller,ALUMİNYUM }PROFİL | ALÜMİNYUM PROFİL*ALÜ-MİNYUM PROFİL,1,"$11,610"
7783.0,LAGERBOX HOLDING GMHB,ALMANYA,,,,,,Profiller,ALÜMİNYUM LED PROFİL-İ - LGR 1410,1,"$11,607"
7784.0,BRILLANCE  DESIGN SRL,ROMANYA,contact@brillancedesign.ro,0768746347; 0887645312698; 0818064242; 0818060658,https://www.brillancedesign.ro/,"Str. Prutului 47 CAM. 2, Ilfov, Romania",,Profiller,ALÜMİNYUM PROFIL | ALÜMİNYUM }PROFIL,16,"$11,593"
7785.0,MUHAMMED HACSAID,SURIYE ARAP CUM. (SURIYE),,,,,,Profiller,XPRF.EXXX002*ALÜMİNYUM PROFİL ELOKSALLI/,1,"$11,592"
7786.0,BANTU & HOTEL RESTAURANT,GABON,,,,,,Profiller,,1,"$11,585"
7787.0,LAMALIF GROUP STE,FAS,,,,,,İçi boş profiller,ALÜMİNYUM }PROFİL | ALÜMİNYUM ÇUBUKLAR VE PROFİLLER (İZOLASY/ONSUZ),1,"$11,582"
7788.0,UNIVERSAL HOSPITALS GROUP LIMITED,GANA,,,,,,Profiller,,1,"$11,580"
7789.0,PQG LLC,GÜRCİSTAN,"[""info@easyboostmedia.com""]",,"[""https://www.easyboostmedia.com""]",,,Profiller,ALUMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ)/,7,"$11,568"
7790.0,ELF HOME DESIGN SRL,ROMANYA,,,,"[""Sos. De Centura 7, Voluntari, Judetul Ilfov, Cod 077190, Romania""]",,Profiller,ALUMINYUM }PROFİL,1,"$11,566"
7791.0,BLAUZAUN GÜNAL GMBH,ALMANYA,,,,,,Profiller,ALÜMİNYUM PROFİLLER-,12,"$11,548"
7792.0,BAWWABAT BAGHDAD CO.,IRAK,info@baghdadgateco.com,97142578270; 971555180054; 447566736677,https://baghdadgateco.com,"Baghdad – Domestic Street – AlMuthana military airport, Iraq",,Profiller,403 PAKET  ALÜMİNYUM- PROFİL (BOYALI) | 670 PAKET  ALÜMİNYUM PROFİL (BOYASIZ VE /KAPLAMASIZ) | 787 PAKET  ALÜMİNYUM PROFİL (BOYASIZ VE /KAPLAMASIZ) | ALÜMİNYUM PROFİL (BOYALI VEYA KAPLAMALI) AHŞAP DESENLİ | ALÜMİNYUM PROFİL (BOYASIZ/KAPLAMASIZ/İZOLASYONSUZ) ELOKSALLI | ALÜMİNYUM PROFİL (BOYASIZ/KAPLAMASIZ/İZOLASYONSUZ) ELOKSALLI SİYAH,2,"$11,541"
7793.0,SA-TRA,KUZEY MAKEDONYA CUMHURİYETİ,"[""service@satra.com.mk"",""satra@satra.com.mk""]","[""+38922573555"",""+38922571123"",""+38971311146"",""+38970311189""]","[""https://satra.com.mk/""]","[""Ulica 34 Broj 7 Ilinden Skopje MK, 1041, North Macedonia""]",,Profiller,,13,"$11,521"
7794.0,ZAKRIA HABASH ISMAIL,SURIYE ARAP CUM. (SURIYE),,,,,,Profiller,8*18 ALTINRENGİ PRO-FİL | 8*18 BOYALI SİYAH P-ROFİL | 8X18 ALTINRENGİ KAROLAJ PROFİLİ * 8X10 /ALTIN RENGİ KAROLAJ PROFİL | ALM PROFİ}L,23,"$11,520"
7795.0,STEELSHAPE LTD,MALTA,,,,,,İçi boş profiller,"18ME2M PVC4B FITILL21I / ISI Y8AALITIMLI / 2 ELOKSAL ALM.PROFIL /AK-M5 AK-M5 ELOKSAL MAT NATUREL,10MM POLIAMIT FITILLI / ISI YALITIMLI / BOYA ALM.PROFIL /RENKLİ BOYALI 1-RAL7016-TEX İBA PS75AT 7416 100SPX,ALM.PROFIL PRES //,ALM.PROFIL BOYA // RENKLİ BOYALI 1 / RAL7016-M20 / AKZO NOBEL SLV164",1,"$11,503"
7796.0,SAZVAN COMPANY PEDAR DABIN GRUP,IRAK,,,,,,Profiller,ALİM. DİKM}E,1,"$11,500"
7797.0,SIR VISUAL SRL A SOCIO UNICO,İTALYA,,,,,,Profiller,"AB1004-1961-7414-415 ALIN BAĞ.-R9016-6 M,AB2002-6696-DIŞ RAY AĞIR -AS-MB-6 M,AB2003-6697-İÇ RAY AĞIR-AS-MB-6 M,AB1016-13155-SÜRME ALM. RAY-AS-MB-5,8 M,AB3006-17031 ALT ISLAK ALAN KAP. ASMB 6M,19223 HBSHB DAR ALTRAY AS-MB ALPHACAN 6M | AB1016-13155-SÜRME A-LM. RAY-AS-MB-6 M",6,"$11,500"
7798.0,LAGERBOX HOLDING GMBH,HOLLANDA,,,,,,Profiller,ALÜMİNYUM LED PROFİL-İ - LGR 1410,1,"$11,491"
7799.0,DIARRA DOO.,SIRBİSTAN,"[""jakkagroup@jakkagroup.com"",""branislav.djurkovic@jakkagroup.com"",""milan.fordjarini@jakkagroup.com"",""info@diarra.co.rs""]","[""0112600901"",""0112600906"",""+3810112600906"",""+381063241298""]","[""http://www.diarra.co.rs""]","[""Bulevar Zorana Đinđića 80, 11070 Novi Beograd, Serbia""]",,Profiller,ALÜMİNYUM PROFİL (BO-YASIZ),2,"$11,488"
7800.0,ETABLISSMENTS DIALLO MAMADOU CONAKRY CIRE ET FILS BUSINESS,GİNE,,,,,,İçi boş profiller,,6,"$11,481"
7801.0,GEZE AUSTRIA GMBH,BULGARİSTAN,"[""austria.at@geze.com"",""service.bg@geze.com"",""office-bulgaria@geze.com"",""sofia@advantageaustria.org""]","[""+436225871800"",""+43622587180299"",""+35924704373"",""+35924706262"",""+3591234657980""]","[""https://www.geze.at/"",""https://www.geze.bg/"",""https://www.geze.com/"",""https://www.advantageaustria.org/bg/company/en/geze-austria-gmbh""]","[""Wiener Bundesstraße 85, 5300 Hallwang, Austria"",""Business Center Komfort, office 16, ul. Byalo pole № 3, 1680 Sofia, Bulgaria""]",,Profiller,601.01.001*ALUMİNİUM- PROFİLE,1,"$11,481"
7802.0,TEMETTU SP.ZO.O,POLONYA,,,,,,Çubuklar,ALUMİNUM R}OUND BAR,1,"$11,477"
7803.0,"SONNE İNS HAUS, D.O.O",SLOVENYA,,,,,,Profiller,BİOKLİMATİK ALÜMİNYU-M PERGOLA,3,"$11,475"
7804.0,SC VIVA PLAST PVC,ROMANYA,,"[""0241690808"",""0723397109"",""0730433333"",""0760679056""]","[""www.vivaconstanta.ro""]","[""Str. Constantin Bobescu 68, Constanța, România"",""Str. Interioara nr. 3, Constanța, România""]",,Profiller,"ALUMİNYUM PROFİL(BOY-ALI) | ALÜMİNYUM PROFİL(BOYASIZ VE KAPLAMASIZ)/ | BAF.165.01.0002 ALÜMİNYUM 165MMKUTU 45 DERECE ÖN CEVİZ,BAB.165.01.0002 ALÜMİNYUM 165MMKUTU 90 DERECE ARKA CEVİZ | FAE.050.0S.0002 39MM LAMELLER İÇİN 50MM ALT PARÇA PROFİLİ CEVİZ,GAE.053.OB.0002 39MM LAMELER İÇİN 53MM KUTULU YAN RAY PROFİLİ",1,"$11,467"
7805.0,R.A. ALUMINYUM&GLASS,İSRAİL,,,,,,Profiller,ALÜMİNYUM }PROFİL,2,"$11,465"
7806.0,ECO BUILDINGS AE,YUNANİSTAN,,,,,,Profiller,"KE 145 CAM PROFİLİ 5000 MM,ÜST PROFİL 50/00 MM  16-17,52 MM",2,"$11,458"
7807.0,SC ELECTROMONTAJ S.A.,ROMANYA,"[""office@em.ro"",""cariere@em.ro"",""office.bucuresti@em.ro"",""office.pitesti@em.ro"",""office.craiova@em.ro"",""office.bacau@em.ro"",""office.fsmz@em.ro"",""office.sis@em.ro"",""office.fca@em.ro"",""office.jordan@em.ro"",""office.emirates@em.ro"",""office.cyprus@em.ro""]","[""+40214503028"",""+40213367492"",""+40213367520"",""0752165637"",""+96265333205"",""4018400244"",""021-3305025"",""0251-415147"",""0344-401840""]","[""https://electromontaj.ro/"",""https://electromontaj.energy/""]","[""Str. Candiano Popescu, nr. 1, 040581, București, România""]",,Profiller,601.01.001*ALUMİNİUM- PROFİLE,3,"$11,452"
7808.0,BRAKAT AL ARD.CO FOR IMPORT,LİBYA,,,,,,İçi boş profiller,"08 E2MM AR4BATECH B21UTİLLİ 8AÇİFT CAM 2 ÇITASI (0,18 MM),09 MM ARATECH BUTİLLİ ÇİFT CAM ÇITASI (0,18 MM),10 M+M ARATECH BUTİLLİ ÇİFT CAM ÇITASI (0,18 MM ) | 8*1E28 BEY4BAZ PROF21İL,8*18 8AGÜMÜŞREN2 Gİ PROFİL,8*18 BOYALI ANTRASİT GRİ PROFİL,8*18 BOYALI SİYAH PROFİL,8*+18 ŞAMPANYA PROFİL,8*18 ANTEAK PROFİL",4,"$11,440"
7809.0,CONFORT PVC S.A.C,PERU,,,,,,Profiller | İçi boş profiller,BUTİLLİ ISI CAM ÇITASI 8 MM/BUTİLLİ ISI CAM ÇITASI 12 MM | SÜRME ALÜMİNYUM EŞİK PROFİLİ ELOKSAL (KG),5,"$11,427"
7810.0,PAB COVENTRY LIMITED,BİRLEŞİK KRALLIK,,,,,,Profiller,ALÜMİNYUM PROFİL ELO-KSALLI,7,"$11,424"
